,train_type,epoch,model_q,human_q,win
498,u17_label_eig_qs_7e-6,1,0,0,0.5
499,u17_label_eig_qs_7e-6,1,0,1,0.5
500,u17_label_eig_qs_7e-6,1,0,1,0.5
501,u17_label_eig_qs_7e-6,1,0,0,0.5
502,u17_label_eig_qs_7e-6,1,1,1,0.5
503,u17_label_eig_qs_7e-6,1,0,0,0.5
504,u17_label_eig_qs_7e-6,1,0,0,0.5
505,u17_label_eig_qs_7e-6,1,0,0,0.5
506,u17_label_eig_qs_7e-6,1,1,0,1.0
507,u17_label_eig_qs_7e-6,1,1,1,1.0
508,u17_label_eig_qs_7e-6,1,0,1,0.0
509,u17_label_eig_qs_7e-6,1,0,1,0.5
510,u17_label_eig_qs_7e-6,1,0,1,0.5
511,u17_label_eig_qs_7e-6,1,0,1,0.5
512,u17_label_eig_qs_7e-6,1,0,0,0.5
513,u17_label_eig_qs_7e-6,1,0,0,0.0
514,u17_label_eig_qs_7e-6,1,0,0,0.5
515,u17_label_eig_qs_7e-6,1,1,0,1.0
516,u17_label_eig_qs_7e-6,1,0,0,0.5
517,u17_label_eig_qs_7e-6,1,0,0,0.5
518,u17_label_eig_qs_7e-6,1,0,1,0.5
519,u17_label_eig_qs_7e-6,1,1,1,1.0
520,u17_label_eig_qs_7e-6,1,0,1,0.5
521,u17_label_eig_qs_7e-6,1,0,1,0.5
522,u17_label_eig_qs_7e-6,1,1,0,0.5
523,u17_label_eig_qs_7e-6,1,0,1,0.5
524,u17_label_eig_qs_7e-6,1,0,0,0.5
525,u17_label_eig_qs_7e-6,1,0,1,0.5
526,u17_label_eig_qs_7e-6,1,0,1,1.0
527,u17_label_eig_qs_7e-6,1,0,0,0.5
528,u17_label_eig_qs_7e-6,1,1,1,0.5
529,u17_label_eig_qs_7e-6,1,0,0,0.5
530,u17_label_eig_qs_7e-6,1,0,0,0.5
531,u17_label_eig_qs_7e-6,1,0,0,0.5
532,u17_label_eig_qs_7e-6,1,0,0,0.5
533,u17_label_eig_qs_7e-6,1,0,0,0.0
534,u17_label_eig_qs_7e-6,1,0,1,0.5
535,u17_label_eig_qs_7e-6,1,0,0,0.5
536,u17_label_eig_qs_7e-6,1,0,0,0.5
537,u17_label_eig_qs_7e-6,1,0,0,0.5
538,u17_label_eig_qs_7e-6,1,0,0,0.5
539,u17_label_eig_qs_7e-6,1,0,1,0.5
540,u17_label_eig_qs_7e-6,1,0,1,0.5
541,u17_label_eig_qs_7e-6,1,0,0,0.5
542,u17_label_eig_qs_7e-6,1,0,1,0.0
543,u17_label_eig_qs_7e-6,1,1,0,1.0
544,u17_label_eig_qs_7e-6,1,0,0,0.5
545,u17_label_eig_qs_7e-6,1,0,1,0.5
546,u17_label_eig_qs_7e-6,1,0,0,0.5
547,u17_label_eig_qs_7e-6,1,0,0,0.5
548,u17_label_eig_qs_7e-6,1,0,1,0.5
549,u17_label_eig_qs_7e-6,1,0,0,0.5
550,u17_label_eig_qs_7e-6,1,0,1,0.5
551,u17_label_eig_qs_7e-6,1,0,0,0.0
552,u17_label_eig_qs_7e-6,1,0,0,0.5
553,u17_label_eig_qs_7e-6,1,0,0,0.5
554,u17_label_eig_qs_7e-6,1,0,0,0.5
555,u17_label_eig_qs_7e-6,1,0,0,0.5
556,u17_label_eig_qs_7e-6,1,0,1,1.0
557,u17_label_eig_qs_7e-6,1,0,0,0.5
558,u17_label_eig_qs_7e-6,1,0,0,1.0
559,u17_label_eig_qs_7e-6,1,0,0,0.5
560,u17_label_eig_qs_7e-6,1,1,1,1.0
561,u17_label_eig_qs_7e-6,1,0,1,0.5
562,u17_label_eig_qs_7e-6,1,0,0,0.5
563,u17_label_eig_qs_7e-6,1,0,0,0.5
564,u17_label_eig_qs_7e-6,1,1,1,1.0
565,u17_label_eig_qs_7e-6,1,0,1,0.5
566,u17_label_eig_qs_7e-6,1,0,0,0.5
567,u17_label_eig_qs_7e-6,1,0,0,0.5
568,u17_label_eig_qs_7e-6,1,0,0,0.5
569,u17_label_eig_qs_7e-6,1,0,0,0.5
570,u17_label_eig_qs_7e-6,1,0,0,0.5
571,u17_label_eig_qs_7e-6,1,0,1,1.0
572,u17_label_eig_qs_7e-6,1,0,0,0.5
573,u17_label_eig_qs_7e-6,1,0,1,0.5
574,u17_label_eig_qs_7e-6,1,0,1,0.5
575,u17_label_eig_qs_7e-6,1,0,0,1.0
576,u17_label_eig_qs_7e-6,1,0,1,0.5
577,u17_label_eig_qs_7e-6,1,0,1,0.5
578,u17_label_eig_qs_7e-6,1,0,1,0.5
579,u17_label_eig_qs_7e-6,1,0,0,1.0
580,u17_label_eig_qs_7e-6,1,0,0,0.5
581,u17_label_eig_qs_7e-6,1,0,0,0.5
582,u17_label_eig_qs_7e-6,1,0,0,0.5
583,u17_label_eig_qs_7e-6,1,0,0,0.5
584,u17_label_eig_qs_7e-6,1,0,0,0.0
585,u17_label_eig_qs_7e-6,1,0,1,0.5
586,u17_label_eig_qs_7e-6,1,0,0,0.5
587,u17_label_eig_qs_7e-6,1,0,0,0.5
588,u17_label_eig_qs_7e-6,1,0,0,0.5
589,u17_label_eig_qs_7e-6,1,0,0,0.5
590,u17_label_eig_qs_7e-6,1,0,1,0.5
591,u17_label_eig_qs_7e-6,1,0,0,0.5
592,u17_label_eig_qs_7e-6,1,0,0,0.5
593,u17_label_eig_qs_7e-6,1,0,0,0.5
594,u17_label_eig_qs_7e-6,1,0,0,0.5
595,u17_label_eig_qs_7e-6,1,0,1,0.0
596,u17_label_eig_qs_7e-6,1,0,0,0.5
597,u17_label_eig_qs_7e-6,1,0,1,0.5
598,u17_label_eig_qs_7e-6,1,0,0,0.5
599,u17_label_eig_qs_7e-6,1,0,0,0.5
600,u17_label_eig_qs_7e-6,2,0,0,0.5
601,u17_label_eig_qs_7e-6,2,1,0,0.5
602,u17_label_eig_qs_7e-6,2,1,1,1.0
603,u17_label_eig_qs_7e-6,2,0,1,1.0
604,u17_label_eig_qs_7e-6,2,1,1,1.0
605,u17_label_eig_qs_7e-6,2,0,1,0.5
606,u17_label_eig_qs_7e-6,2,0,1,0.5
607,u17_label_eig_qs_7e-6,2,0,0,0.0
608,u17_label_eig_qs_7e-6,2,0,0,0.5
609,u17_label_eig_qs_7e-6,2,1,0,1.0
610,u17_label_eig_qs_7e-6,2,1,0,0.0
611,u17_label_eig_qs_7e-6,2,0,1,0.5
612,u17_label_eig_qs_7e-6,2,0,0,0.5
613,u17_label_eig_qs_7e-6,2,0,1,0.5
614,u17_label_eig_qs_7e-6,2,1,1,1.0
615,u17_label_eig_qs_7e-6,2,1,0,0.0
616,u17_label_eig_qs_7e-6,2,0,0,0.5
617,u17_label_eig_qs_7e-6,2,1,1,0.5
618,u17_label_eig_qs_7e-6,2,1,0,1.0
619,u17_label_eig_qs_7e-6,2,0,0,0.5
620,u17_label_eig_qs_7e-6,2,0,0,0.5
621,u17_label_eig_qs_7e-6,2,1,1,0.5
622,u17_label_eig_qs_7e-6,2,1,0,0.0
623,u17_label_eig_qs_7e-6,2,1,1,0.0
624,u17_label_eig_qs_7e-6,2,0,0,1.0
625,u17_label_eig_qs_7e-6,2,0,0,0.5
626,u17_label_eig_qs_7e-6,2,1,0,0.5
627,u17_label_eig_qs_7e-6,2,0,0,0.5
628,u17_label_eig_qs_7e-6,2,0,0,0.5
629,u17_label_eig_qs_7e-6,2,0,1,0.5
630,u17_label_eig_qs_7e-6,2,1,0,0.5
631,u17_label_eig_qs_7e-6,2,1,1,1.0
632,u17_label_eig_qs_7e-6,2,0,1,0.5
633,u17_label_eig_qs_7e-6,2,1,0,0.5
634,u17_label_eig_qs_7e-6,2,1,1,0.5
635,u17_label_eig_qs_7e-6,2,1,0,1.0
636,u17_label_eig_qs_7e-6,2,1,1,0.0
637,u17_label_eig_qs_7e-6,2,1,1,0.5
638,u17_label_eig_qs_7e-6,2,0,0,0.5
639,u17_label_eig_qs_7e-6,2,0,0,0.5
640,u17_label_eig_qs_7e-6,2,1,1,1.0
641,u17_label_eig_qs_7e-6,2,1,0,0.5
642,u17_label_eig_qs_7e-6,2,1,1,0.0
643,u17_label_eig_qs_7e-6,2,0,0,0.5
644,u17_label_eig_qs_7e-6,2,1,0,1.0
645,u17_label_eig_qs_7e-6,2,1,1,1.0
646,u17_label_eig_qs_7e-6,2,1,0,1.0
647,u17_label_eig_qs_7e-6,2,1,0,0.5
648,u17_label_eig_qs_7e-6,2,0,0,0.5
649,u17_label_eig_qs_7e-6,2,1,1,0.0
650,u17_label_eig_qs_7e-6,2,1,1,1.0
651,u17_label_eig_qs_7e-6,2,0,0,0.5
652,u17_label_eig_qs_7e-6,2,1,0,0.5
653,u17_label_eig_qs_7e-6,2,1,0,1.0
654,u17_label_eig_qs_7e-6,2,1,1,0.5
655,u17_label_eig_qs_7e-6,2,1,1,1.0
656,u17_label_eig_qs_7e-6,2,1,1,1.0
657,u17_label_eig_qs_7e-6,2,1,0,1.0
658,u17_label_eig_qs_7e-6,2,0,1,0.5
659,u17_label_eig_qs_7e-6,2,1,0,1.0
660,u17_label_eig_qs_7e-6,2,1,0,1.0
661,u17_label_eig_qs_7e-6,2,1,1,0.5
662,u17_label_eig_qs_7e-6,2,0,0,0.0
663,u17_label_eig_qs_7e-6,2,0,0,0.5
664,u17_label_eig_qs_7e-6,2,1,0,0.5
665,u17_label_eig_qs_7e-6,2,0,1,0.5
666,u17_label_eig_qs_7e-6,2,0,0,0.5
667,u17_label_eig_qs_7e-6,2,1,0,1.0
668,u17_label_eig_qs_7e-6,2,0,0,1.0
669,u17_label_eig_qs_7e-6,2,1,0,1.0
670,u17_label_eig_qs_7e-6,2,1,1,1.0
671,u17_label_eig_qs_7e-6,2,0,0,0.5
672,u17_label_eig_qs_7e-6,2,0,0,0.5
673,u17_label_eig_qs_7e-6,2,0,0,0.5
674,u17_label_eig_qs_7e-6,2,0,0,0.0
675,u17_label_eig_qs_7e-6,2,1,0,0.5
676,u17_label_eig_qs_7e-6,2,1,0,0.0
677,u17_label_eig_qs_7e-6,2,0,0,1.0
678,u17_label_eig_qs_7e-6,2,1,1,1.0
679,u17_label_eig_qs_7e-6,2,0,0,0.5
680,u17_label_eig_qs_7e-6,2,1,1,0.0
681,u17_label_eig_qs_7e-6,2,1,1,0.5
682,u17_label_eig_qs_7e-6,2,1,0,0.5
683,u17_label_eig_qs_7e-6,2,0,0,1.0
684,u17_label_eig_qs_7e-6,2,1,1,0.5
685,u17_label_eig_qs_7e-6,2,0,0,0.5
686,u17_label_eig_qs_7e-6,2,0,1,0.5
687,u17_label_eig_qs_7e-6,2,0,1,0.5
688,u17_label_eig_qs_7e-6,2,1,1,0.5
689,u17_label_eig_qs_7e-6,2,0,0,0.5
690,u17_label_eig_qs_7e-6,2,0,0,0.5
691,u17_label_eig_qs_7e-6,2,1,1,0.0
692,u17_label_eig_qs_7e-6,2,0,0,0.5
693,u17_label_eig_qs_7e-6,2,1,1,0.5
694,u17_label_eig_qs_7e-6,2,1,0,1.0
695,u17_label_eig_qs_7e-6,2,1,0,0.5
696,u17_label_eig_qs_7e-6,2,1,0,1.0
697,u17_label_eig_qs_7e-6,2,0,0,0.0
698,u17_label_eig_qs_7e-6,2,0,0,1.0
699,u17_label_eig_qs_7e-6,2,1,1,0.5
700,u17_label_eig_qs_7e-6,2,0,1,0.5
701,u17_label_eig_qs_7e-6,2,0,0,0.5
702,u17_label_eig_qs_7e-6,2,1,1,0.5
703,u17_label_eig_qs_7e-6,2,1,0,0.5
704,u17_label_eig_qs_7e-6,2,0,0,0.5
705,u17_label_eig_qs_7e-6,2,0,0,0.5
706,u17_label_eig_qs_7e-6,2,1,0,0.0
707,u17_label_eig_qs_7e-6,2,1,1,0.5
708,u17_label_eig_qs_7e-6,2,0,1,1.0
709,u17_label_eig_qs_7e-6,2,1,1,1.0
710,u17_label_eig_qs_7e-6,2,1,1,1.0
711,u17_label_eig_qs_7e-6,2,0,1,0.5
712,u17_label_eig_qs_7e-6,2,0,0,0.5
713,u17_label_eig_qs_7e-6,2,0,0,0.5
714,u17_label_eig_qs_7e-6,2,0,0,0.5
715,u17_label_eig_qs_7e-6,2,1,0,1.0
716,u17_label_eig_qs_7e-6,2,1,0,1.0
717,u17_label_eig_qs_7e-6,2,0,0,0.5
718,u17_label_eig_qs_7e-6,2,1,1,1.0
719,u17_label_eig_qs_7e-6,2,0,1,0.0
720,u17_label_eig_qs_7e-6,2,0,1,0.5
721,u17_label_eig_qs_7e-6,2,0,1,0.5
722,u17_label_eig_qs_7e-6,2,1,0,1.0
723,u17_label_eig_qs_7e-6,2,1,1,1.0
724,u17_label_eig_qs_7e-6,2,1,0,0.5
725,u17_label_eig_qs_7e-6,2,0,1,0.5
726,u17_label_eig_qs_7e-6,2,0,1,1.0
727,u17_label_eig_qs_7e-6,2,1,0,0.0
728,u17_label_eig_qs_7e-6,2,1,1,1.0
729,u17_label_eig_qs_7e-6,2,0,0,0.5
730,u17_label_eig_qs_7e-6,2,1,0,1.0
731,u17_label_eig_qs_7e-6,2,1,0,1.0
732,u17_label_eig_qs_7e-6,2,0,0,1.0
733,u17_label_eig_qs_7e-6,2,0,0,0.0
734,u17_label_eig_qs_7e-6,2,1,1,0.5
735,u17_label_eig_qs_7e-6,2,0,0,0.5
736,u17_label_eig_qs_7e-6,2,0,0,0.5
737,u17_label_eig_qs_7e-6,2,1,0,1.0
738,u17_label_eig_qs_7e-6,2,1,0,0.5
739,u17_label_eig_qs_7e-6,2,0,1,0.0
740,u17_label_eig_qs_7e-6,2,1,1,0.5
741,u17_label_eig_qs_7e-6,2,0,0,0.5
742,u17_label_eig_qs_7e-6,2,0,1,0.0
743,u17_label_eig_qs_7e-6,2,1,0,1.0
744,u17_label_eig_qs_7e-6,2,1,0,0.5
745,u17_label_eig_qs_7e-6,2,0,1,0.0
746,u17_label_eig_qs_7e-6,2,0,0,0.5
747,u17_label_eig_qs_7e-6,2,1,0,0.0
748,u17_label_eig_qs_7e-6,2,1,1,1.0
749,u17_label_eig_qs_7e-6,2,0,0,0.5
750,u17_label_eig_qs_7e-6,2,1,1,0.5
751,u17_label_eig_qs_7e-6,2,1,0,0.0
752,u17_label_eig_qs_7e-6,2,0,0,0.0
753,u17_label_eig_qs_7e-6,2,0,0,0.0
754,u17_label_eig_qs_7e-6,2,1,0,0.5
755,u17_label_eig_qs_7e-6,2,0,0,0.5
756,u17_label_eig_qs_7e-6,2,1,1,0.5
757,u17_label_eig_qs_7e-6,2,0,0,0.5
758,u17_label_eig_qs_7e-6,2,1,0,1.0
759,u17_label_eig_qs_7e-6,2,0,0,0.5
760,u17_label_eig_qs_7e-6,2,1,1,1.0
761,u17_label_eig_qs_7e-6,2,1,1,1.0
762,u17_label_eig_qs_7e-6,2,0,0,0.5
763,u17_label_eig_qs_7e-6,2,0,0,0.5
764,u17_label_eig_qs_7e-6,2,1,1,0.5
765,u17_label_eig_qs_7e-6,2,1,1,0.5
766,u17_label_eig_qs_7e-6,2,1,0,1.0
767,u17_label_eig_qs_7e-6,2,1,0,0.5
768,u17_label_eig_qs_7e-6,2,0,0,0.5
769,u17_label_eig_qs_7e-6,2,1,0,1.0
770,u17_label_eig_qs_7e-6,2,0,0,0.5
771,u17_label_eig_qs_7e-6,2,1,1,0.5
772,u17_label_eig_qs_7e-6,2,1,0,1.0
773,u17_label_eig_qs_7e-6,2,1,1,1.0
774,u17_label_eig_qs_7e-6,2,1,1,0.5
775,u17_label_eig_qs_7e-6,2,1,0,0.0
776,u17_label_eig_qs_7e-6,2,1,1,1.0
777,u17_label_eig_qs_7e-6,2,0,1,0.5
778,u17_label_eig_qs_7e-6,2,1,1,1.0
779,u17_label_eig_qs_7e-6,2,1,0,0.5
780,u17_label_eig_qs_7e-6,2,0,0,0.5
781,u17_label_eig_qs_7e-6,2,0,0,0.5
782,u17_label_eig_qs_7e-6,2,0,0,0.5
783,u17_label_eig_qs_7e-6,2,0,0,1.0
784,u17_label_eig_qs_7e-6,2,1,0,1.0
785,u17_label_eig_qs_7e-6,2,0,1,0.5
786,u17_label_eig_qs_7e-6,2,1,0,1.0
787,u17_label_eig_qs_7e-6,2,1,0,0.5
788,u17_label_eig_qs_7e-6,2,0,0,0.5
789,u17_label_eig_qs_7e-6,2,0,0,0.5
790,u17_label_eig_qs_7e-6,2,1,1,0.0
791,u17_label_eig_qs_7e-6,2,0,0,0.5
792,u17_label_eig_qs_7e-6,2,0,0,0.5
793,u17_label_eig_qs_7e-6,2,0,0,0.5
794,u17_label_eig_qs_7e-6,2,0,0,0.5
795,u17_label_eig_qs_7e-6,2,1,1,0.5
796,u17_label_eig_qs_7e-6,2,1,0,0.5
797,u17_label_eig_qs_7e-6,2,0,1,0.5
798,u17_label_eig_qs_7e-6,2,0,0,0.5
799,u17_label_eig_qs_7e-6,2,0,0,0.5
800,eig_7e-6,1,0,0,0.5
801,eig_7e-6,1,1,0,0.5
802,eig_7e-6,1,0,1,1.0
803,eig_7e-6,1,0,1,0.5
804,eig_7e-6,1,0,1,0.5
805,eig_7e-6,1,0,1,0.0
806,eig_7e-6,1,0,1,0.5
807,eig_7e-6,1,0,0,0.5
808,eig_7e-6,1,0,0,0.5
809,eig_7e-6,1,0,0,0.5
810,eig_7e-6,1,0,0,0.5
811,eig_7e-6,1,1,1,1.0
812,eig_7e-6,1,0,0,0.5
813,eig_7e-6,1,0,1,0.0
814,eig_7e-6,1,0,1,0.5
815,eig_7e-6,1,1,0,0.0
816,eig_7e-6,1,0,0,0.5
817,eig_7e-6,1,0,1,0.5
818,eig_7e-6,1,0,0,0.5
819,eig_7e-6,1,0,0,0.5
820,eig_7e-6,1,0,0,0.5
821,eig_7e-6,1,1,1,0.5
822,eig_7e-6,1,0,0,0.5
823,eig_7e-6,1,0,1,0.5
824,eig_7e-6,1,0,0,0.5
825,eig_7e-6,1,1,0,1.0
826,eig_7e-6,1,0,0,0.5
827,eig_7e-6,1,0,0,0.5
828,eig_7e-6,1,0,0,0.5
829,eig_7e-6,1,0,1,0.5
830,eig_7e-6,1,0,0,0.5
831,eig_7e-6,1,0,1,0.5
832,eig_7e-6,1,0,1,1.0
833,eig_7e-6,1,0,0,0.5
834,eig_7e-6,1,1,1,0.5
835,eig_7e-6,1,0,0,0.5
836,eig_7e-6,1,1,1,0.5
837,eig_7e-6,1,1,1,0.5
838,eig_7e-6,1,0,0,0.5
839,eig_7e-6,1,0,0,1.0
840,eig_7e-6,1,1,1,1.0
841,eig_7e-6,1,0,0,0.5
842,eig_7e-6,1,0,1,0.5
843,eig_7e-6,1,0,0,0.5
844,eig_7e-6,1,0,0,0.5
845,eig_7e-6,1,0,1,1.0
846,eig_7e-6,1,0,0,0.5
847,eig_7e-6,1,0,0,0.5
848,eig_7e-6,1,0,0,0.5
849,eig_7e-6,1,0,1,0.5
850,eig_7e-6,1,0,1,0.5
851,eig_7e-6,1,0,0,0.5
852,eig_7e-6,1,0,0,0.0
853,eig_7e-6,1,0,0,0.5
854,eig_7e-6,1,1,1,0.5
855,eig_7e-6,1,0,1,0.5
856,eig_7e-6,1,0,1,0.5
857,eig_7e-6,1,0,0,0.5
858,eig_7e-6,1,0,1,0.5
859,eig_7e-6,1,0,0,0.5
860,eig_7e-6,1,1,0,1.0
861,eig_7e-6,1,0,1,0.5
862,eig_7e-6,1,0,0,0.5
863,eig_7e-6,1,0,0,0.0
864,eig_7e-6,1,0,0,0.5
865,eig_7e-6,1,0,1,0.5
866,eig_7e-6,1,0,0,0.5
867,eig_7e-6,1,0,0,0.5
868,eig_7e-6,1,0,0,1.0
869,eig_7e-6,1,1,0,0.5
870,eig_7e-6,1,0,1,0.5
871,eig_7e-6,1,0,0,0.5
872,eig_7e-6,1,0,0,0.5
873,eig_7e-6,1,0,0,0.5
874,eig_7e-6,1,0,0,0.0
875,eig_7e-6,1,1,0,0.5
876,eig_7e-6,1,0,0,0.5
877,eig_7e-6,1,0,0,0.5
878,eig_7e-6,1,0,1,0.5
879,eig_7e-6,1,0,0,0.5
880,eig_7e-6,1,0,1,0.5
881,eig_7e-6,1,1,1,0.0
882,eig_7e-6,1,0,0,0.5
883,eig_7e-6,1,0,0,0.5
884,eig_7e-6,1,0,1,0.5
885,eig_7e-6,1,0,0,0.5
886,eig_7e-6,1,0,1,0.5
887,eig_7e-6,1,1,1,0.5
888,eig_7e-6,1,0,1,0.5
889,eig_7e-6,1,0,0,1.0
890,eig_7e-6,1,0,0,0.5
891,eig_7e-6,1,0,1,0.5
892,eig_7e-6,1,0,0,0.5
893,eig_7e-6,1,0,1,1.0
894,eig_7e-6,1,0,0,0.5
895,eig_7e-6,1,0,0,1.0
896,eig_7e-6,1,0,0,0.5
897,eig_7e-6,1,0,0,0.0
898,eig_7e-6,1,0,0,0.5
899,eig_7e-6,1,0,1,0.5
900,eig_7e-6,1,0,1,0.5
901,eig_7e-6,1,0,0,0.5
902,eig_7e-6,1,1,1,1.0
903,eig_7e-6,1,0,0,0.5
904,eig_7e-6,1,0,0,0.5
905,eig_7e-6,1,0,0,0.5
906,eig_7e-6,1,1,0,1.0
907,eig_7e-6,1,1,1,0.5
908,eig_7e-6,1,0,1,0.5
909,eig_7e-6,1,0,1,0.5
910,eig_7e-6,1,0,1,0.5
911,eig_7e-6,1,0,1,0.5
912,eig_7e-6,1,0,0,0.5
913,eig_7e-6,1,0,0,0.5
914,eig_7e-6,1,0,0,0.5
915,eig_7e-6,1,0,0,0.5
916,eig_7e-6,1,0,0,0.5
917,eig_7e-6,1,0,0,0.5
918,eig_7e-6,1,0,1,0.5
919,eig_7e-6,1,1,1,0.5
920,eig_7e-6,1,0,1,0.5
921,eig_7e-6,1,0,1,0.5
922,eig_7e-6,1,0,0,0.5
923,eig_7e-6,1,0,1,0.5
924,eig_7e-6,1,0,0,0.5
925,eig_7e-6,1,0,1,0.5
926,eig_7e-6,1,0,1,1.0
927,eig_7e-6,1,0,0,0.5
928,eig_7e-6,1,1,1,0.0
929,eig_7e-6,1,0,0,0.5
930,eig_7e-6,1,0,0,0.5
931,eig_7e-6,1,0,0,1.0
932,eig_7e-6,1,0,0,0.5
933,eig_7e-6,1,0,0,1.0
934,eig_7e-6,1,0,1,0.5
935,eig_7e-6,1,0,0,0.0
936,eig_7e-6,1,0,0,0.5
937,eig_7e-6,1,0,0,0.5
938,eig_7e-6,1,0,0,0.5
939,eig_7e-6,1,0,1,0.5
940,eig_7e-6,1,0,1,0.5
941,eig_7e-6,1,0,0,0.5
942,eig_7e-6,1,0,1,0.5
943,eig_7e-6,1,1,0,1.0
944,eig_7e-6,1,0,0,0.5
945,eig_7e-6,1,0,1,0.5
946,eig_7e-6,1,0,0,0.0
947,eig_7e-6,1,0,0,0.5
948,eig_7e-6,1,0,1,0.5
949,eig_7e-6,1,0,0,0.5
950,eig_7e-6,1,0,1,0.5
951,eig_7e-6,1,0,0,0.0
952,eig_7e-6,1,0,0,0.5
953,eig_7e-6,1,0,0,0.5
954,eig_7e-6,1,0,0,0.5
955,eig_7e-6,1,0,0,0.5
956,eig_7e-6,1,0,1,0.5
957,eig_7e-6,1,0,0,1.0
958,eig_7e-6,1,0,0,0.5
959,eig_7e-6,1,0,0,0.5
960,eig_7e-6,1,0,1,0.5
961,eig_7e-6,1,0,1,0.5
962,eig_7e-6,1,0,0,0.5
963,eig_7e-6,1,0,0,0.5
964,eig_7e-6,1,1,1,1.0
965,eig_7e-6,1,0,1,0.5
966,eig_7e-6,1,0,0,0.5
967,eig_7e-6,1,0,0,0.5
968,eig_7e-6,1,0,0,0.5
969,eig_7e-6,1,0,0,0.5
970,eig_7e-6,1,0,0,1.0
971,eig_7e-6,1,0,1,1.0
972,eig_7e-6,1,0,0,0.5
973,eig_7e-6,1,0,1,0.5
974,eig_7e-6,1,0,1,0.5
975,eig_7e-6,1,0,0,1.0
976,eig_7e-6,1,0,1,0.5
977,eig_7e-6,1,0,1,0.5
978,eig_7e-6,1,0,1,0.5
979,eig_7e-6,1,0,0,0.5
980,eig_7e-6,1,0,0,0.5
981,eig_7e-6,1,0,0,0.5
982,eig_7e-6,1,0,0,0.5
983,eig_7e-6,1,0,0,0.5
984,eig_7e-6,1,0,0,0.0
985,eig_7e-6,1,0,1,0.5
986,eig_7e-6,1,0,0,0.5
987,eig_7e-6,1,0,0,0.5
988,eig_7e-6,1,0,0,0.5
989,eig_7e-6,1,0,0,0.5
990,eig_7e-6,1,0,1,0.5
991,eig_7e-6,1,0,0,0.5
992,eig_7e-6,1,0,0,0.5
993,eig_7e-6,1,0,0,0.5
994,eig_7e-6,1,0,0,1.0
995,eig_7e-6,1,0,1,0.5
996,eig_7e-6,1,0,0,0.5
997,eig_7e-6,1,0,1,0.5
998,eig_7e-6,1,0,0,0.5
999,eig_7e-6,1,0,0,0.5
1000,eig_7e-6,2,0,0,0.5
1001,eig_7e-6,2,1,0,0.5
1002,eig_7e-6,2,1,1,1.0
1003,eig_7e-6,2,0,1,0.5
1004,eig_7e-6,2,1,1,0.5
1005,eig_7e-6,2,0,1,0.5
1006,eig_7e-6,2,0,1,0.5
1007,eig_7e-6,2,0,0,0.5
1008,eig_7e-6,2,0,0,0.5
1009,eig_7e-6,2,1,0,1.0
1010,eig_7e-6,2,0,0,0.5
1011,eig_7e-6,2,1,1,1.0
1012,eig_7e-6,2,0,0,0.0
1013,eig_7e-6,2,0,1,0.5
1014,eig_7e-6,2,1,1,1.0
1015,eig_7e-6,2,1,0,0.5
1016,eig_7e-6,2,0,0,0.5
1017,eig_7e-6,2,1,1,1.0
1018,eig_7e-6,2,1,0,1.0
1019,eig_7e-6,2,0,0,0.5
1020,eig_7e-6,2,0,0,0.5
1021,eig_7e-6,2,1,1,0.5
1022,eig_7e-6,2,1,0,0.5
1023,eig_7e-6,2,1,1,0.5
1024,eig_7e-6,2,0,0,0.5
1025,eig_7e-6,2,0,0,0.5
1026,eig_7e-6,2,0,0,1.0
1027,eig_7e-6,2,0,0,0.5
1028,eig_7e-6,2,0,0,0.5
1029,eig_7e-6,2,0,1,0.5
1030,eig_7e-6,2,1,0,1.0
1031,eig_7e-6,2,1,1,1.0
1032,eig_7e-6,2,0,1,0.5
1033,eig_7e-6,2,1,0,0.5
1034,eig_7e-6,2,1,1,1.0
1035,eig_7e-6,2,1,0,0.5
1036,eig_7e-6,2,1,1,1.0
1037,eig_7e-6,2,1,1,0.5
1038,eig_7e-6,2,0,0,0.5
1039,eig_7e-6,2,0,0,0.5
1040,eig_7e-6,2,1,1,1.0
1041,eig_7e-6,2,1,0,0.5
1042,eig_7e-6,2,1,1,0.5
1043,eig_7e-6,2,0,0,0.5
1044,eig_7e-6,2,1,0,1.0
1045,eig_7e-6,2,1,1,1.0
1046,eig_7e-6,2,1,0,0.5
1047,eig_7e-6,2,0,0,0.5
1048,eig_7e-6,2,0,0,0.5
1049,eig_7e-6,2,1,1,0.5
1050,eig_7e-6,2,1,1,0.0
1051,eig_7e-6,2,0,0,0.5
1052,eig_7e-6,2,1,0,1.0
1053,eig_7e-6,2,1,0,0.5
1054,eig_7e-6,2,0,1,0.0
1055,eig_7e-6,2,1,1,1.0
1056,eig_7e-6,2,0,1,1.0
1057,eig_7e-6,2,1,0,1.0
1058,eig_7e-6,2,0,1,0.5
1059,eig_7e-6,2,1,0,0.5
1060,eig_7e-6,2,1,0,1.0
1061,eig_7e-6,2,1,1,0.5
1062,eig_7e-6,2,0,0,0.0
1063,eig_7e-6,2,0,0,0.5
1064,eig_7e-6,2,1,0,0.5
1065,eig_7e-6,2,0,1,0.5
1066,eig_7e-6,2,0,0,0.5
1067,eig_7e-6,2,1,0,1.0
1068,eig_7e-6,2,0,0,1.0
1069,eig_7e-6,2,0,0,0.5
1070,eig_7e-6,2,1,1,0.0
1071,eig_7e-6,2,0,0,0.5
